Course Code|Section GPA|Course CPA*
HUM 112|3.53|2.96
HUM 112|3.44|2.96
HUM 112|3.36|2.96
HUM 111|3.3|2.82
HUM 111|3.52|2.82
HUM 111|3.3|2.82
HUM 112|3.49|2.99
HUM 112|3.57|2.99
HUM 112|3.62|2.99
HUM 111|3.56|2.86
HUM 111|3.27|2.86
HUM 112|3.52|3.1
HUM 112|3.46|3.1
HUM 111|3.08|2.79
HUM 111|3.5|2.79
