Course Code|Section GPA|Course CPA*
HART 232|3.32|3.32
HART 552|4.0|4.0
HUM 112|2.95|2.96
HUM 112|2.89|2.96
HART 231|1.96|1.96
HART 551|4.0|4.0
HUM 111|2.72|2.82
HUM 111|2.7|2.82
HUM 112|3.27|2.99
HUM 112|2.83|2.99
HUM 112|2.62|2.99
HUM 111|2.68|2.86
HUM 111|2.29|2.86
HUM 111|2.71|2.86
HUM 112|3.25|3.1
HUM 112|2.76|3.1
HUM 112|2.48|3.1
HUM 111|2.47|2.79
HUM 111|2.74|2.79
HUM 112|2.99|2.88
HUM 112|2.68|2.88
HUM 111|2.53|2.78
HUM 111|2.42|2.78
