Course Code|Section GPA|Course CPA*
HUM 111|2.7|2.63
HUM 111|2.34|2.63
HUM 111|2.59|2.63
HUM 111|2.86|2.82
HUM 111|3.04|2.82
HUM 111|2.62|2.82
HUM 112|3.01|2.99
HUM 112|3.08|2.99
HUM 331|3.94|3.94
HUM 111|3.26|2.86
HUM 111|3.14|2.86
HUM 111|3.06|2.86
HUM 112|3.12|3.1
HUM 112|2.78|3.1
HUM 112|3.02|3.1
HUM 111|3.44|2.79
HUM 111|3.28|2.79
HUM 112|3.25|2.88
HUM 112|3.15|2.88
HUM 111|3.15|2.78
HUM 111|3.25|2.78
