Course Code|Section GPA|Course CPA*
HUM 112|2.55|2.96
HUM 112|2.91|2.96
HUM 112|2.67|2.96
HUM 111|3.14|2.82
HUM 111|3.21|2.82
HUM 112|3.14|2.99
HUM 112|3.22|2.99
HUM 112|3.17|2.99
HUM 111|2.88|2.86
HUM 111|2.64|2.86
